id,placename,municipality,province,population
571018,Mazizini,Okhahlamba,KwaZulu-Natal,2792
571019,Bethany,Okhahlamba,KwaZulu-Natal,6481
571020,Woodford,Okhahlamba,KwaZulu-Natal,3631
571021,The Downs,Okhahlamba,KwaZulu-Natal,1300
571022,Oliviershoek,Okhahlamba,KwaZulu-Natal,1447
571023,Bhalekisi,Okhahlamba,KwaZulu-Natal,2913
571024,Moyeni,Okhahlamba,KwaZulu-Natal,2421
571025,Rookdale,Okhahlamba,KwaZulu-Natal,4644
571026,Indanyana,Okhahlamba,KwaZulu-Natal,1308
571027,Kwamiya,Okhahlamba,KwaZulu-Natal,1326
571028,Busingatha B,Okhahlamba,KwaZulu-Natal,855
571029,Bonjaneni,Okhahlamba,KwaZulu-Natal,1351
571030,Nyusana,Okhahlamba,KwaZulu-Natal,3490
571031,Busingatha A,Okhahlamba,KwaZulu-Natal,1765
571032,Okhombe A,Okhahlamba,KwaZulu-Natal,519
571033,Olivia,Okhahlamba,KwaZulu-Natal,509
571034,Mfunzini,Okhahlamba,KwaZulu-Natal,256
571035,Ngubela,Okhahlamba,KwaZulu-Natal,192
571036,Qolweni,Okhahlamba,KwaZulu-Natal,475
571037,Seqomeni,Okhahlamba,KwaZulu-Natal,1218
571038,Ogade,Okhahlamba,KwaZulu-Natal,1589
571039,Dukuza,Okhahlamba,KwaZulu-Natal,1778
571040,Esibomvu,Okhahlamba,KwaZulu-Natal,1732
571041,Gangadweni,Okhahlamba,KwaZulu-Natal,534
571042,Emakhosaneni,Okhahlamba,KwaZulu-Natal,1938
571043,Nkomanzana,Okhahlamba,KwaZulu-Natal,1720
571044,KwaNkosana,Okhahlamba,KwaZulu-Natal,813
571045,Amanzana,Okhahlamba,KwaZulu-Natal,770
571046,Gosheni,Okhahlamba,KwaZulu-Natal,927
571047,Sibotsheni,Okhahlamba,KwaZulu-Natal,504
571048,Makhwelela A,Okhahlamba,KwaZulu-Natal,840
571049,Maswazini,Okhahlamba,KwaZulu-Natal,743
571050,Mabhulesini A,Okhahlamba,KwaZulu-Natal,622
571051,Mpontsheni,Okhahlamba,KwaZulu-Natal,806
571052,Kwanokopela,Okhahlamba,KwaZulu-Natal,2094
571053,Enyonyane,Okhahlamba,KwaZulu-Natal,1098
571054,Bukweni,Okhahlamba,KwaZulu-Natal,2428
571055,Mangwaneni,Okhahlamba,KwaZulu-Natal,879
571056,Winterton,Okhahlamba,KwaZulu-Natal,276
571057,Khethwani,Okhahlamba,KwaZulu-Natal,5754
571058,Makhwelela B,Okhahlamba,KwaZulu-Natal,691
571059,Kokwane,Okhahlamba,KwaZulu-Natal,1320
571060,Isandlwana,Okhahlamba,KwaZulu-Natal,1093
571061,Oqhumo,Okhahlamba,KwaZulu-Natal,755
571062,Mabhulesini B,Okhahlamba,KwaZulu-Natal,892
571063,Ngoba,Okhahlamba,KwaZulu-Natal,759
571064,Bergville,Okhahlamba,KwaZulu-Natal,1274
571065,Emmaus,Okhahlamba,KwaZulu-Natal,1238
571066,Malefetheni,Okhahlamba,KwaZulu-Natal,5232
571067,Empimbe,Okhahlamba,KwaZulu-Natal,1511
571068,Situlwane,Okhahlamba,KwaZulu-Natal,2620
571069,Ethunzini,Okhahlamba,KwaZulu-Natal,526
571070,Makanda,Okhahlamba,KwaZulu-Natal,1410
571071,Maganganguzi,Okhahlamba,KwaZulu-Natal,2510
571072,uMhlwanzini,Okhahlamba,KwaZulu-Natal,1258
571073,Siqalabeni,Okhahlamba,KwaZulu-Natal,2282
571074,Amangwane,Okhahlamba,KwaZulu-Natal,1153
573001,Mqedandaba,Imbabazane,KwaZulu-Natal,4136
573002,Maqabaqabeni,Imbabazane,KwaZulu-Natal,4649
573003,Mfolozi,Imbabazane,KwaZulu-Natal,1426
573004,Engonyameni,Imbabazane,KwaZulu-Natal,6064
573005,Etatane,Imbabazane,KwaZulu-Natal,4944
573006,Bhekuzulu,Imbabazane,KwaZulu-Natal,7922
573007,Empangweni,Imbabazane,KwaZulu-Natal,2774
573008,Imbabazane NU,Imbabazane,KwaZulu-Natal,2275
573009,Nkomokazini,Imbabazane,KwaZulu-Natal,1183
573010,Emoyeni,Imbabazane,KwaZulu-Natal,6161
573011,Mbelekwane,Imbabazane,KwaZulu-Natal,2084
573012,Emandabeni,Imbabazane,KwaZulu-Natal,4174
573013,Emnyangweni,Imbabazane,KwaZulu-Natal,2933
573014,Emakhekheni,Imbabazane,KwaZulu-Natal,3324
573015,Emadolobwe,Imbabazane,KwaZulu-Natal,2669
573016,Southworld,Imbabazane,KwaZulu-Natal,190
573017,Zwelisha,Imbabazane,KwaZulu-Natal,5085
573018,Wembesi A,Imbabazane,KwaZulu-Natal,1268
573019,KwaSobabili,Imbabazane,KwaZulu-Natal,2958
573020,Lochsloy A,Imbabazane,KwaZulu-Natal,1085
573021,Engodini,Imbabazane,KwaZulu-Natal,1645
573022,Good Home,Imbabazane,KwaZulu-Natal,5133
573023,Edashi,Imbabazane,KwaZulu-Natal,3477
573024,Emhubeni,Imbabazane,KwaZulu-Natal,2515
573025,Emdwebu,Imbabazane,KwaZulu-Natal,3672
573026,Mhlungwini,Imbabazane,KwaZulu-Natal,799
573027,Shayamoya,Imbabazane,KwaZulu-Natal,5326
573028,Boschi,Imbabazane,KwaZulu-Natal,1484
573029,Bekabhezayo,Imbabazane,KwaZulu-Natal,1010
573030,Mnungwini,Imbabazane,KwaZulu-Natal,908
573031,EzInyosini,Imbabazane,KwaZulu-Natal,2436
573032,Manjokweni,Imbabazane,KwaZulu-Natal,1155
573033,KwaNdaba,Imbabazane,KwaZulu-Natal,1582
573034,Edodoci,Imbabazane,KwaZulu-Natal,834
573035,Emawuza,Imbabazane,KwaZulu-Natal,1959
573036,Emahlutshini,Imbabazane,KwaZulu-Natal,1913
573037,Ezidongeni,Imbabazane,KwaZulu-Natal,1186
573038,KwaMkhize,Imbabazane,KwaZulu-Natal,2670
573039,Emhlabathini,Imbabazane,KwaZulu-Natal,3277
573040,Enyokeni,Imbabazane,KwaZulu-Natal,1485
573041,Ruins,Imbabazane,KwaZulu-Natal,354
573042,Emahendeni,Imbabazane,KwaZulu-Natal,510
573043,Eyosini,Imbabazane,KwaZulu-Natal,439
574001,Bloed Rivier,Endumeni,KwaZulu-Natal,167
574002,Endumeni NU,Endumeni,KwaZulu-Natal,6650
574003,Dundee,Endumeni,KwaZulu-Natal,34924
574004,Glencoe,Endumeni,KwaZulu-Natal,17548
574005,Stratford,Endumeni,KwaZulu-Natal,2269
574006,KwaTelapi,Endumeni,KwaZulu-Natal,275
574007,Ruigtefontein,Endumeni,KwaZulu-Natal,1706
574008,Wasbank,Endumeni,KwaZulu-Natal,1323
575001,KwaMbunda A,Nqutu,KwaZulu-Natal,2445
575002,St Mathews,Nqutu,KwaZulu-Natal,2823
575003,Ngolokodo,Nqutu,KwaZulu-Natal,2352
575004,Nkanda,Nqutu,KwaZulu-Natal,2088
575005,Nkandle,Nqutu,KwaZulu-Natal,586
575006,Nqutu NU,Nqutu,KwaZulu-Natal,4264
575007,Haladu A,Nqutu,KwaZulu-Natal,2203
575008,Haladu B,Nqutu,KwaZulu-Natal,710
575009,Ndatshana,Nqutu,KwaZulu-Natal,2906
575010,Thelezini,Nqutu,KwaZulu-Natal,1209
575011,Mkhonjane B,Nqutu,KwaZulu-Natal,1072
575012,Mkhonjane D,Nqutu,KwaZulu-Natal,623
575013,Mhlungwane C,Nqutu,KwaZulu-Natal,192
575014,Mhlungwane A,Nqutu,KwaZulu-Natal,2074
575015,Manyongazane,Nqutu,KwaZulu-Natal,717
575016,Othaka,Nqutu,KwaZulu-Natal,1915
575017,Nondweni A,Nqutu,KwaZulu-Natal,5585
575018,Mkhonjane E,Nqutu,KwaZulu-Natal,2629
575019,Mkhonjane F,Nqutu,KwaZulu-Natal,740
575020,Mafitleng,Nqutu,KwaZulu-Natal,1031
575021,Ndindindi,Nqutu,KwaZulu-Natal,2191
575022,Luvisi,Nqutu,KwaZulu-Natal,9878
575023,Mafitleng B,Nqutu,KwaZulu-Natal,318
575024,Magabeni A,Nqutu,KwaZulu-Natal,610
575025,Mhlungwane B,Nqutu,KwaZulu-Natal,1333
575026,Maduladula B,Nqutu,KwaZulu-Natal,269
575027,Barklieside,Nqutu,KwaZulu-Natal,535
575028,Nhlambamasoka A,Nqutu,KwaZulu-Natal,369
575029,Vumankala,Nqutu,KwaZulu-Natal,976
575030,Nondweni B,Nqutu,KwaZulu-Natal,1646
575031,Magabeni C,Nqutu,KwaZulu-Natal,292
575032,Matinda,Nqutu,KwaZulu-Natal,1142
575033,Ntababomvu B,Nqutu,KwaZulu-Natal,449
575034,Nhlambamasoka B,Nqutu,KwaZulu-Natal,386
575035,Vryheid A,Nqutu,KwaZulu-Natal,677
575036,Matapa,Nqutu,KwaZulu-Natal,364
575037,Vryheid B,Nqutu,KwaZulu-Natal,433
575038,Nsubeni,Nqutu,KwaZulu-Natal,1057
575039,Mkhonjane A,Nqutu,KwaZulu-Natal,2763
575040,Magabeni B,Nqutu,KwaZulu-Natal,315
575041,Maduladula A,Nqutu,KwaZulu-Natal,2344
575042,Ohaleni,Nqutu,KwaZulu-Natal,1775
575043,Magongoloza,Nqutu,KwaZulu-Natal,2000
575044,Sigqobheleni,Nqutu,KwaZulu-Natal,315
575045,Mafitleng A,Nqutu,KwaZulu-Natal,2009
575046,Mqhedlana,Nqutu,KwaZulu-Natal,2482
575047,Nhlambamasoka C,Nqutu,KwaZulu-Natal,332
575048,Bhekabantu A,Nqutu,KwaZulu-Natal,271
575049,Nondweni C,Nqutu,KwaZulu-Natal,2372
575050,Nqutu,Nqutu,KwaZulu-Natal,5453
575051,Patsoana B,Nqutu,KwaZulu-Natal,652
575052,HlathiNgudulwane,Nqutu,KwaZulu-Natal,5530
575053,HlathiDlamini,Nqutu,KwaZulu-Natal,3428
575054,Khiphinkunzi A,Nqutu,KwaZulu-Natal,678
575055,Patsoana A,Nqutu,KwaZulu-Natal,859
575056,Ngwetshana A,Nqutu,KwaZulu-Natal,728
575057,Khiphinkunzi B,Nqutu,KwaZulu-Natal,1237
575058,Good Hope,Nqutu,KwaZulu-Natal,1870
575059,Ntanyandlovu F,Nqutu,KwaZulu-Natal,1283
575060,Sunrise,Nqutu,KwaZulu-Natal,2065
575061,Ngwebini A,Nqutu,KwaZulu-Natal,1056
575062,Witkop,Nqutu,KwaZulu-Natal,994
575063,Grazing B,Nqutu,KwaZulu-Natal,701
575064,Mbewunye A,Nqutu,KwaZulu-Natal,304
575065,Ngwetshana B,Nqutu,KwaZulu-Natal,1730
575066,Patsoana C,Nqutu,KwaZulu-Natal,293
575067,Mbewunye B,Nqutu,KwaZulu-Natal,324
575068,Excelsior,Nqutu,KwaZulu-Natal,1037
575069,Bhekabantu B,Nqutu,KwaZulu-Natal,637
575070,Ogazini,Nqutu,KwaZulu-Natal,1106
575071,Ntanyandlovu B,Nqutu,KwaZulu-Natal,472
575072,Ntanyandlovu D,Nqutu,KwaZulu-Natal,352
575073,Ntanyandlovu E,Nqutu,KwaZulu-Natal,258
575074,Jabavu,Nqutu,KwaZulu-Natal,1217
575075,Grazing C,Nqutu,KwaZulu-Natal,947
575076,HlabaNkhosi,Nqutu,KwaZulu-Natal,1043
575077,Grazing A,Nqutu,KwaZulu-Natal,797
575078,eGezahlala E,Nqutu,KwaZulu-Natal,571
575079,Frischgewaagd,Nqutu,KwaZulu-Natal,426
575080,Magala,Nqutu,KwaZulu-Natal,426
575081,KwaVuma,Nqutu,KwaZulu-Natal,388
575082,Ntanyandlovu C,Nqutu,KwaZulu-Natal,490
575083,Driefontein,Nqutu,KwaZulu-Natal,451
575084,Seven,Nqutu,KwaZulu-Natal,2337
575085,Ngedla,Nqutu,KwaZulu-Natal,1640
575086,Ntababomvu A,Nqutu,KwaZulu-Natal,239
575087,Mabululwane,Nqutu,KwaZulu-Natal,669
575088,Ngwebini C,Nqutu,KwaZulu-Natal,305
575089,Ntanyandlovu A,Nqutu,KwaZulu-Natal,272
575090,Ngwebini B,Nqutu,KwaZulu-Natal,176
575091,Masotsheni,Nqutu,KwaZulu-Natal,3888
575092,Ncepheni C,Nqutu,KwaZulu-Natal,307
575093,eSigqumeni A,Nqutu,KwaZulu-Natal,750
575094,Ntabebomvu,Nqutu,KwaZulu-Natal,355
575095,Magaga,Nqutu,KwaZulu-Natal,533
575096,KwaNyezi,Nqutu,KwaZulu-Natal,348
575097,Ncepheni A,Nqutu,KwaZulu-Natal,1731
575098,Maguzini,Nqutu,KwaZulu-Natal,705
575099,KwaNyoni,Nqutu,KwaZulu-Natal,1037
575100,Mnqunyeni,Nqutu,KwaZulu-Natal,306
575101,KwaNjoko B,Nqutu,KwaZulu-Natal,492
575102,Bhekabani,Nqutu,KwaZulu-Natal,440
575103,Qwabe,Nqutu,KwaZulu-Natal,264
575104,KwaNjoko A,Nqutu,KwaZulu-Natal,245
575105,Ncepheni B,Nqutu,KwaZulu-Natal,357
575106,KwaThusi,Nqutu,KwaZulu-Natal,313
575107,Dunudunu,Nqutu,KwaZulu-Natal,1058
575108,Fahlaza,Nqutu,KwaZulu-Natal,599
575109,Mpandeni,Nqutu,KwaZulu-Natal,758
575110,Mathutshana,Nqutu,KwaZulu-Natal,593
575111,Ngwebini D,Nqutu,KwaZulu-Natal,526
575112,Hlengile,Nqutu,KwaZulu-Natal,893
575113,eGezahlala C,Nqutu,KwaZulu-Natal,1755
575114,Hlazakazi A,Nqutu,KwaZulu-Natal,436
575115,Nhloya,Nqutu,KwaZulu-Natal,483
575116,iNhlabamkhosi,Nqutu,KwaZulu-Natal,1363
575117,eGezahlala D,Nqutu,KwaZulu-Natal,507
575118,Mgxangala,Nqutu,KwaZulu-Natal,693
575119,eSigqokweni,Nqutu,KwaZulu-Natal,623
575120,Silutshana A,Nqutu,KwaZulu-Natal,1138
575121,Silutshana B,Nqutu,KwaZulu-Natal,1386
575122,Hlazakazi C,Nqutu,KwaZulu-Natal,530
575123,eGezahlala B,Nqutu,KwaZulu-Natal,128
575124,Straalfontein,Nqutu,KwaZulu-Natal,0
575125,Malakatha,Nqutu,KwaZulu-Natal,2088
575126,eGezahlala A,Nqutu,KwaZulu-Natal,429
575127,eSigqumeni B,Nqutu,KwaZulu-Natal,456
575128,eMhosheni,Nqutu,KwaZulu-Natal,18
575129,Hlazakazi B,Nqutu,KwaZulu-Natal,1126
575130,eMagogo,Nqutu,KwaZulu-Natal,601
575131,Nkabane,Nqutu,KwaZulu-Natal,848
575132,Ntanyeni,Nqutu,KwaZulu-Natal,984
575133,Manxili,Nqutu,KwaZulu-Natal,1503
575134,KwaMfeka A,Nqutu,KwaZulu-Natal,766
575135,Mvane,Nqutu,KwaZulu-Natal,714
575136,Bulolo,Nqutu,KwaZulu-Natal,544
575137,Mathengeni,Nqutu,KwaZulu-Natal,559
575138,Qhudeni,Nqutu,KwaZulu-Natal,1277
575139,Shayanyawo A,Nqutu,KwaZulu-Natal,530
575140,Mpukunyoni,Nqutu,KwaZulu-Natal,547
575141,Ngqulu,Nqutu,KwaZulu-Natal,1506
575142,Shayanyawo B,Nqutu,KwaZulu-Natal,1758
576001,Msinga NU,Msinga,KwaZulu-Natal,5680
576002,iNdanyana  B,Msinga,KwaZulu-Natal,746
576003,Embidlini,Msinga,KwaZulu-Natal,429
576004,Woza,Msinga,KwaZulu-Natal,954
576005,Mahlaba,Msinga,KwaZulu-Natal,1802
576006,Mazabeko,Msinga,KwaZulu-Natal,1748
576007,Emthaleni,Msinga,KwaZulu-Natal,3185
576008,Makhasana,Msinga,KwaZulu-Natal,1807
576009,Pomeroy,Msinga,KwaZulu-Natal,1621
576010,Nhlanhleni,Msinga,KwaZulu-Natal,4225
576011,Zenzele,Msinga,KwaZulu-Natal,2771
576012,Dumbe,Msinga,KwaZulu-Natal,817
576013,Mkhuzeni,Msinga,KwaZulu-Natal,2122
576014,Kliprivier,Msinga,KwaZulu-Natal,772
576015,Esifuleni,Msinga,KwaZulu-Natal,725
576016,Mbindolo,Msinga,KwaZulu-Natal,3444
576017,Gxushaneni,Msinga,KwaZulu-Natal,1082
576018,Mngeni,Msinga,KwaZulu-Natal,1408
576019,Gqohi,Msinga,KwaZulu-Natal,2838
576020,Gabela,Msinga,KwaZulu-Natal,1489
576021,Matshematshe,Msinga,KwaZulu-Natal,3666
576022,Ngabayena,Msinga,KwaZulu-Natal,1977
576023,Mpopolwane,Msinga,KwaZulu-Natal,769
576024,Ntanyazulu,Msinga,KwaZulu-Natal,376
576025,Mpondweni,Msinga,KwaZulu-Natal,714
576026,Nzimane,Msinga,KwaZulu-Natal,1182
576027,Majozi,Msinga,KwaZulu-Natal,251
576028,Bhaza,Msinga,KwaZulu-Natal,858
576029,Ghobo,Msinga,KwaZulu-Natal,1150
576030,Ntuli,Msinga,KwaZulu-Natal,1103
576031,Gunjana,Msinga,KwaZulu-Natal,838
576032,Ngulule,Msinga,KwaZulu-Natal,970
576033,Macanco,Msinga,KwaZulu-Natal,1127
576034,Nkamba,Msinga,KwaZulu-Natal,1177
576035,Enyandu,Msinga,KwaZulu-Natal,2648
576036,Cwaka,Msinga,KwaZulu-Natal,436
576037,KwaNtonga,Msinga,KwaZulu-Natal,1442
576038,Gxobanyawo,Msinga,KwaZulu-Natal,1955
576039,Wolwane,Msinga,KwaZulu-Natal,2480
576040,Nqabeni,Msinga,KwaZulu-Natal,1183
576041,Ngubevu,Msinga,KwaZulu-Natal,3466
576042,Othame,Msinga,KwaZulu-Natal,2760
576043,Ezingulubeni,Msinga,KwaZulu-Natal,3184
576044,Sikhaleni,Msinga,KwaZulu-Natal,1666
576045,Mabuzela,Msinga,KwaZulu-Natal,1590
576046,Ngoengeni,Msinga,KwaZulu-Natal,2358
576047,Esijozini,Msinga,KwaZulu-Natal,2506
576048,Ngubo,Msinga,KwaZulu-Natal,1666
576049,Phalafini,Msinga,KwaZulu-Natal,1613
576050,Mashunka,Msinga,KwaZulu-Natal,2775
576051,Jolwayo,Msinga,KwaZulu-Natal,1030
576052,Mambeni,Msinga,KwaZulu-Natal,1494
576053,Mbabane,Msinga,KwaZulu-Natal,3734
576054,Sampofu,Msinga,KwaZulu-Natal,3789
576055,Tugela Ferry,Msinga,KwaZulu-Natal,2093
576056,Malomeni,Msinga,KwaZulu-Natal,7039
576057,Dungamanzi,Msinga,KwaZulu-Natal,3851
576058,Nhlesi,Msinga,KwaZulu-Natal,1050
576059,Mbhono,Msinga,KwaZulu-Natal,1282
576060,Nhlonga,Msinga,KwaZulu-Natal,1878
576061,Ndaya,Msinga,KwaZulu-Natal,1999
576062,Nzala,Msinga,KwaZulu-Natal,1353
576063,Phakwe,Msinga,KwaZulu-Natal,2863
576064,Mkhupula,Msinga,KwaZulu-Natal,2364
576065,Othulini,Msinga,KwaZulu-Natal,8473
576066,Nxamalala,Msinga,KwaZulu-Natal,3316
576067,Embangweni,Msinga,KwaZulu-Natal,2786
576068,Chunu A,Msinga,KwaZulu-Natal,512
576069,Mathima,Msinga,KwaZulu-Natal,1658
576070,Mduna,Msinga,KwaZulu-Natal,384
576071,Mnqamukantaba,Msinga,KwaZulu-Natal,1367
576072,KwaMathonsi,Msinga,KwaZulu-Natal,2168
576073,Guqa,Msinga,KwaZulu-Natal,2944
576074,Mhlangana,Msinga,KwaZulu-Natal,956
576075,eNhlalakahle,Msinga,KwaZulu-Natal,1112
576076,Gujini,Msinga,KwaZulu-Natal,3051
576077,Ekuvukeni,Msinga,KwaZulu-Natal,1144
576078,KwaNtabadini,Msinga,KwaZulu-Natal,870
576079,Chunu B,Msinga,KwaZulu-Natal,11
576080,Thulini Lwezulu,Msinga,KwaZulu-Natal,1314
576081,Latha,Msinga,KwaZulu-Natal,2338
576082,Mawozini,Msinga,KwaZulu-Natal,1839
576083,Nqoleni,Msinga,KwaZulu-Natal,1732
576084,Dolo,Msinga,KwaZulu-Natal,2484
576085,Sinyama,Msinga,KwaZulu-Natal,1875
576086,eSinyameni,Msinga,KwaZulu-Natal,1184
576087,Ntababomvu,Msinga,KwaZulu-Natal,431
576088,Ophate,Msinga,KwaZulu-Natal,3360
576089,Emachunwini,Msinga,KwaZulu-Natal,1489
576090,Ntabakayishi,Msinga,KwaZulu-Natal,1571
576091,Inhlonze,Msinga,KwaZulu-Natal,273
576092,Mandulane,Msinga,KwaZulu-Natal,700
576093,Nkonyane,Msinga,KwaZulu-Natal,861
577001,Ndimakude,Umvoti,KwaZulu-Natal,389
577002,Umvoti NU,Umvoti,KwaZulu-Natal,18907
577003,Sokheni,Umvoti,KwaZulu-Natal,1435
577004,Vukaphanzi,Umvoti,KwaZulu-Natal,1839
577005,Emakhabeleni,Umvoti,KwaZulu-Natal,536
577006,Tongwe/Dakeni,Umvoti,KwaZulu-Natal,1668
577007,Sibuyane,Umvoti,KwaZulu-Natal,695
577008,Ndundumene,Umvoti,KwaZulu-Natal,558
577009,Ophofini,Umvoti,KwaZulu-Natal,311
577010,Ntuthela,Umvoti,KwaZulu-Natal,593
577011,Ningisa,Umvoti,KwaZulu-Natal,658
577012,Maghobe,Umvoti,KwaZulu-Natal,401
577013,Mpanza,Umvoti,KwaZulu-Natal,2673
577014,Mgome,Umvoti,KwaZulu-Natal,1710
577015,Mgovu,Umvoti,KwaZulu-Natal,728
577016,Lootshoek,Umvoti,KwaZulu-Natal,418
577017,Broedershoek,Umvoti,KwaZulu-Natal,360
577018,Nietgedocht,Umvoti,KwaZulu-Natal,1613
577019,Muden,Umvoti,KwaZulu-Natal,5308
577020,Vaalkrans,Umvoti,KwaZulu-Natal,1461
577021,Kranskop,Umvoti,KwaZulu-Natal,1514
577022,Perseverance,Umvoti,KwaZulu-Natal,3431
577023,Greytown,Umvoti,KwaZulu-Natal,9090
577024,Lindelani,Umvoti,KwaZulu-Natal,1129
577025,Enhlalakahle,Umvoti,KwaZulu-Natal,9094
577026,Thulwini,Umvoti,KwaZulu-Natal,1007
577027,Eshane,Umvoti,KwaZulu-Natal,4903
577028,Sangweni,Umvoti,KwaZulu-Natal,1822
577029,Matimatolo,Umvoti,KwaZulu-Natal,6670
577030,KwaZiba,Umvoti,KwaZulu-Natal,5235
577031,Mdlelanto,Umvoti,KwaZulu-Natal,6235
577032,Ziba,Umvoti,KwaZulu-Natal,0
577033,Mkhize,Umvoti,KwaZulu-Natal,3803
577034,Ngwempisi,Umvoti,KwaZulu-Natal,3920
577035,Dayingubo,Umvoti,KwaZulu-Natal,892
577036,uMvoti,Umvoti,KwaZulu-Natal,112
577037,Mvoti,Umvoti,KwaZulu-Natal,715
577038,Njengabantu,Umvoti,KwaZulu-Natal,1091
577039,Mhlangandlovu,Umvoti,KwaZulu-Natal,166
578001,Holspruit B,eDumbe,KwaZulu-Natal,415
578002,eDumbe NU,eDumbe,KwaZulu-Natal,20352
578003,Msizini,eDumbe,KwaZulu-Natal,106
578004,Gunstelling,eDumbe,KwaZulu-Natal,598
578005,Krommellenboog,eDumbe,KwaZulu-Natal,69
578006,Diamant,eDumbe,KwaZulu-Natal,1054
578007,Mqongwane,eDumbe,KwaZulu-Natal,384
578008,Tamboekiesdraai,eDumbe,KwaZulu-Natal,442
578009,Bethane,eDumbe,KwaZulu-Natal,883
578010,Balmoral,eDumbe,KwaZulu-Natal,1360
578011,Vlakplaas,eDumbe,KwaZulu-Natal,279
578012,Klipspruit,eDumbe,KwaZulu-Natal,1770
578013,Frischgewaagd,eDumbe,KwaZulu-Natal,13089
578014,Blinkwater,eDumbe,KwaZulu-Natal,8810
578015,Dordrecht,eDumbe,KwaZulu-Natal,1520
578016,Riversdale,eDumbe,KwaZulu-Natal,208
578017,eDumbe,eDumbe,KwaZulu-Natal,9094
578018,Paulpietersburg,eDumbe,KwaZulu-Natal,1859
578019,Noukloof A,eDumbe,KwaZulu-Natal,1116
578020,Opuzane,eDumbe,KwaZulu-Natal,4525
578021,Helpmekaar B,eDumbe,KwaZulu-Natal,216
578022,Noukloof B,eDumbe,KwaZulu-Natal,198
578023,Simdlangentsha,eDumbe,KwaZulu-Natal,2543
578024,Gontshi,eDumbe,KwaZulu-Natal,1227
578025,Noukraal,eDumbe,KwaZulu-Natal,945
578026,Waterval,eDumbe,KwaZulu-Natal,414
578027,Pivaanspoort,eDumbe,KwaZulu-Natal,380
578028,Lujojwana,eDumbe,KwaZulu-Natal,486
578029,Eersteling,eDumbe,KwaZulu-Natal,992
578030,KwaGedlase,eDumbe,KwaZulu-Natal,966
578031,Schuzwekrans,eDumbe,KwaZulu-Natal,258
578032,Bellemmerd,eDumbe,KwaZulu-Natal,528
578033,Kleinfontein,eDumbe,KwaZulu-Natal,1164
578034,Holspruit A,eDumbe,KwaZulu-Natal,1006
578035,Mahlosani,eDumbe,KwaZulu-Natal,422
578036,Mielieplaat,eDumbe,KwaZulu-Natal,209
578037,Scottshill,eDumbe,KwaZulu-Natal,555
578038,Natal Spa,eDumbe,KwaZulu-Natal,249
578039,Helpmekaar A,eDumbe,KwaZulu-Natal,246
578040,Mahloni,eDumbe,KwaZulu-Natal,778
578041,Barofine,eDumbe,KwaZulu-Natal,340
579001,Belgrade,UPhongolo,KwaZulu-Natal,7404
579002,Highlands,UPhongolo,KwaZulu-Natal,5353
579003,Whitecliff,UPhongolo,KwaZulu-Natal,6530
579004,Rosendal,UPhongolo,KwaZulu-Natal,4688
579005,Godlwayo,UPhongolo,KwaZulu-Natal,2259
579006,Mkwakweni,UPhongolo,KwaZulu-Natal,8491
579007,Beginsel,UPhongolo,KwaZulu-Natal,3971
579008,Kranskloof,UPhongolo,KwaZulu-Natal,8891
579009,Ncotshane A,UPhongolo,KwaZulu-Natal,3257
579010,Ncotshane B,UPhongolo,KwaZulu-Natal,13071
579011,UPhongolo NU,UPhongolo,KwaZulu-Natal,21816
579012,Tobolsk,UPhongolo,KwaZulu-Natal,3613
579013,Oranjedal,UPhongolo,KwaZulu-Natal,4328
579014,Altona,UPhongolo,KwaZulu-Natal,1975
579015,Prudentie,UPhongolo,KwaZulu-Natal,768
579016,Mantandeni,UPhongolo,KwaZulu-Natal,1152
579017,Spekboom,UPhongolo,KwaZulu-Natal,674
579018,Crowsnest,UPhongolo,KwaZulu-Natal,1301
579019,Mbekakanye,UPhongolo,KwaZulu-Natal,2252
579020,Zwartkloof,UPhongolo,KwaZulu-Natal,10169
579021,Pongola A,UPhongolo,KwaZulu-Natal,1403
579022,Rhebokfontein,UPhongolo,KwaZulu-Natal,3053
579023,Bongaspoort,UPhongolo,KwaZulu-Natal,3611
579024,Kortnek,UPhongolo,KwaZulu-Natal,810
579025,Klipwal,UPhongolo,KwaZulu-Natal,1589
579026,Pongola B,UPhongolo,KwaZulu-Natal,634
579027,Goedgeloof A,UPhongolo,KwaZulu-Natal,1586
579028,Draaiom Trust,UPhongolo,KwaZulu-Natal,622
579029,Mabomvu,UPhongolo,KwaZulu-Natal,30
579030,Magudu,UPhongolo,KwaZulu-Natal,400
579031,KwaSilevu,UPhongolo,KwaZulu-Natal,432
579032,Silwerhout,UPhongolo,KwaZulu-Natal,1104
580001,KwaDlakuse,Nongoma,KwaZulu-Natal,921
580002,Nongoma NU,Nongoma,KwaZulu-Natal,2132
580003,Okhalweni,Nongoma,KwaZulu-Natal,175
580004,Madwaleni,Nongoma,KwaZulu-Natal,997
580005,KwaGudlintaba,Nongoma,KwaZulu-Natal,302
580006,Ekujabuleni,Nongoma,KwaZulu-Natal,917
580007,Sovane,Nongoma,KwaZulu-Natal,713
580008,Esiphethwini,Nongoma,KwaZulu-Natal,272
580009,Obane,Nongoma,KwaZulu-Natal,211
580010,Mtakayise,Nongoma,KwaZulu-Natal,97
580011,Ogedleni,Nongoma,KwaZulu-Natal,797
580012,Ubani,Nongoma,KwaZulu-Natal,828
